dataset,task,variant,seed,model,split,n_train,n_val,n_features,feature_budget,dmax,uses_afd,uses_ambiguity,uses_dmax2,uses_supervised_ranker,is_fdhg_fallback,accuracy,roc_auc,average_precision,log_loss,runtime_sec,feature_path,result_path,status,failure_reason
rel-stack,user-badge,target_only,42,tabpfn,val,,,7,,,False,False,False,False,False,0.9745,0.6348253000533205,0.0524456582060934,0.2528755252942284,,,results/phase2_main_missing_relstack_seed42_44/phase2_main_runs.csv,ok,
rel-stack,user-badge,target_only,42,tabpfn,val,,,7,,,False,False,False,False,False,0.9745,0.6348253000533205,0.05244565820609347,0.2528755252942284,,,results/week1/target_only_rel-stack_user-badge_tabpfn_seed42.json,ok,
rel-stack,user-badge,target_only,43,tabpfn,val,,,7,,,False,False,False,False,False,0.9695,0.592362126835702,0.0618614954777696,0.2944768077331042,,,results/phase2_main_missing_relstack_seed42_44/phase2_main_runs.csv,ok,
rel-stack,user-badge,target_only,43,tabpfn,val,,,7,,,False,False,False,False,False,0.9695,0.592362126835702,0.061861495477769694,0.29447680773310425,,,results/week1/target_only_rel-stack_user-badge_tabpfn_seed43.json,ok,
rel-stack,user-badge,target_only,44,tabpfn,val,,,7,,,False,False,False,False,False,0.976,0.5886697404371585,0.0303309609078902,0.2803057829163847,,,results/phase2_main_missing_relstack_seed42_44/phase2_main_runs.csv,ok,
rel-stack,user-badge,target_only,44,tabpfn,val,,,7,,,False,False,False,False,False,0.976,0.5886697404371585,0.03033096090789024,0.28030578291638475,,,results/week1/target_only_rel-stack_user-badge_tabpfn_seed44.json,ok,
rel-stack,user-badge,value_only_conflict_count,41,tabpfn,val,,,17,,,True,True,False,False,False,0.9665,0.8790595945247934,0.28887664334665136,0.1054288958604709,,,results/phase2_relbench/rel-stack_user-badge_value_only_conflict_count_seed41_fdhg/dfs_agg_rel-stack_user-badge_tabpfn_seed41.json,ok,
rel-stack,user-badge,value_only_conflict_count,42,tabpfn,val,,,17,,,True,True,False,False,False,0.9695,0.8939378807550185,0.27712805057264994,0.09891395850740721,,,results/phase2_relbench/rel-stack_user-badge_value_only_conflict_count_seed42_fdhg/dfs_agg_rel-stack_user-badge_tabpfn_seed42.json,ok,
rel-stack,user-badge,value_only_conflict_count,43,tabpfn,val,,,17,,,True,True,False,False,False,0.971,0.8577985723924856,0.3616243690739678,0.0975971336670633,,,results/phase2_relbench/rel-stack_user-badge_value_only_conflict_count_seed43_fdhg/dfs_agg_rel-stack_user-badge_tabpfn_seed43.json,ok,
rel-stack,user-badge,value_only_conflict_count,44,tabpfn,val,,,17,,,True,True,False,False,False,0.972,0.8790034364261169,0.31774678117083993,0.10029257565508186,,,results/phase2_relbench/rel-stack_user-badge_value_only_conflict_count_seed44_fdhg/dfs_agg_rel-stack_user-badge_tabpfn_seed44.json,ok,
rel-stack,user-badge,value_only_entropy,41,tabpfn,val,,,17,,,True,True,False,False,False,0.9665,0.8800361570247934,0.2883683845968971,0.10538853769524217,,,results/phase2_relbench/rel-stack_user-badge_value_only_entropy_seed41_fdhg/dfs_agg_rel-stack_user-badge_tabpfn_seed41.json,ok,
rel-stack,user-badge,value_only_entropy,42,tabpfn,val,,,17,,,True,True,False,False,False,0.9695,0.8940377509237991,0.28432154012239147,0.0990622510391787,,,results/phase2_relbench/rel-stack_user-badge_value_only_entropy_seed42_fdhg/dfs_agg_rel-stack_user-badge_tabpfn_seed42.json,ok,
rel-stack,user-badge,value_only_entropy,43,tabpfn,val,,,17,,,True,True,False,False,False,0.971,0.8593344934124081,0.364859957783953,0.09771713576547014,,,results/phase2_relbench/rel-stack_user-badge_value_only_entropy_seed43_fdhg/dfs_agg_rel-stack_user-badge_tabpfn_seed43.json,ok,
rel-stack,user-badge,value_only_entropy,44,tabpfn,val,,,17,,,True,True,False,False,False,0.9715,0.8796649484536082,0.31741054240956096,0.10016214208836152,,,results/phase2_relbench/rel-stack_user-badge_value_only_entropy_seed44_fdhg/dfs_agg_rel-stack_user-badge_tabpfn_seed44.json,ok,
rel-stack,user-badge,value_only_majconf,41,tabpfn,val,,,17,,,True,True,False,False,False,0.967,0.8789223915289256,0.2858969147019564,0.10554226804756035,,,results/phase2_relbench/rel-stack_user-badge_value_only_majconf_seed41_fdhg/dfs_agg_rel-stack_user-badge_tabpfn_seed41.json,ok,
rel-stack,user-badge,value_only_majconf,42,tabpfn,val,,,17,,,True,True,False,False,False,0.9695,0.8935384000798962,0.27707132767418974,0.09912145439835379,,,results/phase2_relbench/rel-stack_user-badge_value_only_majconf_seed42_fdhg/dfs_agg_rel-stack_user-badge_tabpfn_seed42.json,ok,
rel-stack,user-badge,value_only_majconf,43,tabpfn,val,,,17,,,True,True,False,False,False,0.971,0.857008416492063,0.3641604375619269,0.09785451117865719,,,results/phase2_relbench/rel-stack_user-badge_value_only_majconf_seed43_fdhg/dfs_agg_rel-stack_user-badge_tabpfn_seed43.json,ok,
rel-stack,user-badge,value_only_majconf,44,tabpfn,val,,,17,,,True,True,False,False,False,0.972,0.8800945017182131,0.31718486439044047,0.10044967240620631,,,results/phase2_relbench/rel-stack_user-badge_value_only_majconf_seed44_fdhg/dfs_agg_rel-stack_user-badge_tabpfn_seed44.json,ok,
rel-stack,user-badge,value_only_support_count,41,tabpfn,val,,,17,,,True,True,False,False,False,0.967,0.8799796616735537,0.2793808383474624,0.10598608037203505,,,results/phase2_relbench/rel-stack_user-badge_value_only_support_count_seed41_fdhg/dfs_agg_rel-stack_user-badge_tabpfn_seed41.json,ok,
rel-stack,user-badge,value_only_support_count,42,tabpfn,val,,,17,,,True,True,False,False,False,0.9695,0.8910915809447717,0.2678269329886802,0.1003878532220037,,,results/phase2_relbench/rel-stack_user-badge_value_only_support_count_seed42_fdhg/dfs_agg_rel-stack_user-badge_tabpfn_seed42.json,ok,
rel-stack,user-badge,value_only_support_count,43,tabpfn,val,,,17,,,True,True,False,False,False,0.971,0.8609680741503605,0.36111025872043667,0.09772508065412588,,,results/phase2_relbench/rel-stack_user-badge_value_only_support_count_seed43_fdhg/dfs_agg_rel-stack_user-badge_tabpfn_seed43.json,ok,
rel-stack,user-badge,value_only_support_count,44,tabpfn,val,,,17,,,True,True,False,False,False,0.972,0.8793728522336769,0.3218074631710478,0.09991785679083891,,,results/phase2_relbench/rel-stack_user-badge_value_only_support_count_seed44_fdhg/dfs_agg_rel-stack_user-badge_tabpfn_seed44.json,ok,
rel-stack,user-engagement,target_only,41,tabpfn,val,,,7,,,False,False,False,False,False,0.9725,0.5788829165692918,0.03809169312870092,0.13812707085437684,,,results/week1/target_only_rel-stack_user-engagement_tabpfn_seed41.json,ok,
rel-trial,site-success,target_only,41,tabpfn,val,,,5,,,False,False,False,False,False,,,,,,,results/week1/target_only_rel-trial_site-success_tabpfn_seed41.json,failed,
rel-trial,study-adverse,target_only,41,tabpfn,val,,,28,,,False,False,False,False,False,,,,,,,results/week1/target_only_rel-trial_study-adverse_tabpfn_seed41.json,failed,
rel-trial,study-outcome,dfs,41,tabpfn,val,,,37,,1,False,False,False,False,False,0.628125,0.659567814366576,0.7150104543496286,0.648106406156238,,,results/phase2_relbench_new_datasets/phase2_main_runs.csv,ok,
rel-trial,study-outcome,dfs,41,tabpfn,val,,,37,,1,False,False,False,False,False,0.628125,0.659567814366576,0.7150104543496286,0.648106406156238,,,results/phase2_relbench_new_datasets/rel-trial_study-outcome_dfs/dfs_agg_rel-trial_study-outcome_tabpfn_seed41.json,ok,
rel-trial,study-outcome,dfs,41,tabpfn,val,,,37,,1,False,True,False,False,False,0.628125,0.659567814366576,0.7150104543496286,0.648106406156238,,,results/phase2_relbench_new_datasets/rel-trial_study-outcome_fdhg/dfs_agg_rel-trial_study-outcome_tabpfn_seed41.json,ok,
rel-trial,study-outcome,dfs,,,val,,,37,,1,False,False,False,False,False,0.628125,0.659567814366576,0.7150104543496286,0.648106406156238,,,results/phase2_summary/phase2_compact_results.csv,ok,
rel-trial,study-outcome,fdhg_dmax1,41,tabpfn,val,,,37,,1,True,True,False,False,False,0.628125,0.659567814366576,0.7150104543496286,0.648106406156238,,,results/phase2_relbench_new_datasets/phase2_main_runs.csv,ok,
rel-trial,study-outcome,fdhg_dmax1,,,val,,,37,,1,True,True,False,False,False,0.628125,0.659567814366576,0.7150104543496286,0.648106406156238,,,results/phase2_summary/phase2_compact_results.csv,ok,
rel-trial,study-outcome,naive,41,tabpfn,val,,,32,,,False,False,False,False,False,0.6260416666666667,0.6575864795679037,0.7158678737929173,0.6494012885783208,,,results/phase2_relbench_new_datasets/phase2_main_runs.csv,ok,
rel-trial,study-outcome,naive,41,tabpfn,val,,,32,,,False,False,False,False,False,0.6260416666666667,0.6575864795679037,0.7158678737929173,0.6494012885783208,,,results/phase2_relbench_new_datasets/rel-trial_study-outcome_naive/dfs_agg_rel-trial_study-outcome_tabpfn_seed41.json,ok,
rel-trial,study-outcome,naive,,,val,,,32,,,False,False,False,False,False,0.6260416666666667,0.6575864795679037,0.7158678737929173,0.6494012885783208,,,results/phase2_summary/phase2_compact_results.csv,ok,
rel-trial,study-outcome,target_only,41,tabpfn,val,,,28,,,False,False,False,False,False,0.6177083333333333,0.6474586644865283,0.7017986254225094,0.6528193288565883,,,results/phase2_relbench_new_datasets/phase2_main_runs.csv,ok,
rel-trial,study-outcome,target_only,41,tabpfn,val,,,28,,,False,False,False,False,False,0.6177083333333333,0.6474586644865283,0.7017986254225094,0.6528193288565883,,,results/week1/target_only_rel-trial_study-outcome_tabpfn_seed41.json,ok,
rel-trial,study-outcome,target_only,41,tabpfn,val,,,28,,,False,False,False,False,False,0.6177083333333333,0.6474586644865283,0.7017986254225094,0.6528193288565883,,,results/week1/target_only_tabpfn_all_entity_summary.csv,ok,
rel-trial,study-outcome,target_only,,,val,,,28,,,False,False,False,False,False,0.6177083333333333,0.6474586644865283,0.7017986254225094,0.6528193288565883,,,results/phase2_summary/phase2_compact_results.csv,ok,
